Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Manufacture_segment
6,2016,27886,4,1,0,22.0,814,55.0,5.0,2.85,1
9,2007,66000,4,0,0,11.1,2354,158.8,5.0,3.7,1
3,2013,72202,1,0,0,20.0,1968,138.1,5.0,9.06,4
4,2011,70000,4,1,2,13.4,1798,157.8,5.0,4.75,4
6,2015,78233,1,1,0,26.0,1498,98.6,5.0,6.6,1
2,2007,120203,1,1,2,13.93,2179,138.0,7.0,3.5,1
10,2011,20575,4,1,0,19.0,998,67.1,5.0,2.0,1
9,2013,39879,4,1,0,17.8,1198,86.7,5.0,3.89,1
6,2017,31056,4,1,0,23.01,999,67.0,5.0,3.6,4
9,2015,50940,4,0,0,19.12,1373,91.1,5.0,6.95,1
3,2016,99362,1,1,0,22.54,1396,88.73,5.0,7.03,1
0,2016,54000,1,1,0,13.68,2393,147.8,7.0,16.5,1
3,2016,54268,1,1,0,28.09,1248,88.5,5.0,7.67,1
3,2012,94521,1,0,0,14.74,2993,270.9,5.0,23.19,2
7,2017,38932,4,1,0,19.1,1197,82.0,5.0,6.21,1
3,2015,60395,1,0,0,16.12,2967,245.0,5.0,45.82,6
9,2016,29000,1,1,0,24.4,1120,71.0,5.0,5.95,1
4,2011,58000,1,0,0,16.55,1968,140.0,5.0,11.0,2
3,2016,60913,4,1,0,20.73,1373,91.1,5.0,7.19,1
4,2011,65000,1,1,0,12.8,2494,102.0,8.0,6.4,1
2,2015,26000,1,1,0,15.8,2148,170.0,5.0,26.0,3
5,2016,19947,4,1,0,20.36,1197,78.9,5.0,4.5,1
2,2011,70816,4,0,0,16.95,1197,78.9,5.0,3.1,1
4,2015,54000,1,1,0,27.39,1248,74.0,5.0,5.95,1
4,2008,138000,4,1,0,18.2,1061,64.0,5.0,1.2,1
2,2014,35000,1,0,0,16.46,2993,258.0,5.0,52.0,2
1,2015,50000,1,0,0,11.33,4134,335.2,7.0,48.0,2
5,2011,124652,1,0,0,11.7,2993,245.0,5.0,21.99,2
5,2013,80264,4,1,0,21.1,1197,85.8,5.0,4.3,1
10,2013,125600,1,1,0,21.64,1461,84.8,5.0,3.75,1
9,2015,49000,4,1,0,14.28,1798,138.03,5.0,8.95,1
10,2012,111000,1,1,0,23.59,1364,67.1,5.0,4.75,1
3,2016,33690,4,1,0,14.28,1798,138.03,5.0,14.6,1
9,2012,50000,1,0,0,17.68,1968,174.33,5.0,17.5,2
8,2012,38092,1,1,0,20.77,1248,88.8,7.0,5.2,1
3,2017,47774,4,1,0,18.9,1197,82.0,5.0,6.04,1
2,2009,167000,1,1,2,19.09,1396,69.0,5.0,2.7,1
2,2019,65000,1,0,0,26.59,1248,74.0,5.0,6.75,1
8,2011,46000,4,1,0,15.26,1598,103.5,5.0,2.35,4
5,2017,16500,4,1,0,23.84,1199,84.0,5.0,5.0,1
8,2016,39000,4,1,0,17.8,1497,117.3,5.0,6.95,1
6,2018,6000,4,1,0,19.5,1199,86.76,5.0,6.7,1
5,2015,60000,1,0,0,17.11,1968,174.33,5.0,25.0,2
2,2011,97320,4,0,0,14.4,1598,103.6,5.0,3.75,4
2,2011,99807,1,1,0,20.54,1598,103.6,5.0,3.75,4
10,2013,46000,4,1,0,17.0,1497,118.0,5.0,5.1,1
9,2010,12000,4,1,0,22.5,998,67.04,5.0,2.45,1
8,2005,13002,4,0,0,9.3,2771,193.1,5.0,3.25,4
8,2014,26000,1,1,0,26.0,1498,98.6,5.0,5.5,1
7,2014,68365,0,1,0,26.6,998,58.16,5.0,3.77,1
3,2016,27833,1,0,0,0.0,2987,165.0,5.0,49.24,3
7,2016,51639,4,1,0,22.74,796,47.3,5.0,3.04,1
4,2015,21000,4,1,0,18.6,1197,81.83,5.0,4.9,1
1,2013,90000,1,1,0,22.7,1498,89.84,5.0,6.25,0
5,2015,36255,1,0,0,19.59,1995,184.0,5.0,33.0,2
2,2011,58000,1,0,2,11.7,2993,245.0,5.0,27.0,2
3,2014,48997,4,1,2,18.0,1198,86.7,5.0,5.21,1
9,2014,31130,4,1,0,15.85,1499,110.4,5.0,5.75,0
3,2012,75668,1,0,0,14.74,2993,270.9,5.0,16.58,2
4,2015,12000,4,1,0,14.53,1798,138.0,5.0,11.0,1
10,2014,90000,4,1,2,20.36,1197,78.9,5.0,2.8,1
7,2019,17320,1,0,0,15.8,2148,170.0,5.0,37.99,3
4,2011,85000,1,1,2,20.0,1968,108.5,5.0,3.65,4
5,2007,130000,1,1,0,13.1,2499,141.0,7.0,6.0,0
3,2013,60328,4,1,0,15.6,1196,70.0,5.0,4.54,0
7,2015,34327,4,1,0,18.0,1198,86.7,5.0,5.4,1
9,2014,75000,1,1,0,19.1,1405,70.0,5.0,3.3,1
5,2012,86000,1,0,2,14.7,1985,163.0,5.0,18.25,4
1,2017,12000,4,1,0,22.7,799,53.0,5.0,3.1,1
7,2013,57759,4,1,0,21.1,814,55.2,5.0,3.84,1
8,2016,24300,4,1,0,22.74,796,47.3,5.0,2.44,1
1,2011,66000,4,1,2,16.47,1198,73.9,5.0,3.6,4
9,2015,75915,4,1,0,20.36,1197,78.9,5.0,3.9,1
2,2013,107000,4,1,2,16.95,1498,97.7,5.0,2.9,1
2,2008,86000,4,1,2,14.53,1798,138.1,5.0,3.5,1
2,2009,160000,1,1,2,18.1,1493,110.0,5.0,3.5,1
6,2019,3000,4,1,0,24.7,796,47.3,5.0,3.5,1
5,2015,72495,1,1,0,21.9,1396,88.76,5.0,7.0,1
2,2016,33000,1,0,0,19.08,1582,126.2,5.0,8.7,1
5,2014,60000,1,0,0,12.07,2967,241.4,7.0,45.0,2
5,2016,80103,1,1,0,25.0,1396,69.0,5.0,1.8,1
8,2007,42100,4,1,0,18.0,995,62.0,5.0,0.99,0
8,2018,4500,4,1,0,18.9,1197,81.86,5.0,4.8,1
9,2014,97000,1,1,0,12.55,2982,169.0,7.0,17.95,1
2,2016,50000,2,0,0,18.9,72,41.0,5.0,13.0,0
7,2017,51223,4,1,0,18.9,1197,81.86,5.0,5.66,1
4,2009,64000,4,1,0,17.0,1497,118.0,5.0,3.1,1
7,2016,56911,4,1,0,18.6,1197,81.86,5.0,6.54,1
5,2015,147848,1,1,0,12.8,2494,102.0,8.0,13.2,1
7,2018,21290,4,0,0,13.0,4951,395.0,4.0,56.8,0
7,2019,14076,1,0,0,11.36,2755,171.5,7.0,19.4,1
0,2007,75180,4,1,0,18.2,1061,64.0,5.0,1.65,1
6,2013,92000,1,1,2,22.9,1248,74.0,5.0,4.35,1
5,2015,57266,1,1,0,20.5,1248,91.72,5.0,6.5,4
4,2007,64000,4,1,0,18.2,998,67.1,5.0,1.11,1
9,2013,41000,1,1,0,19.87,1461,83.8,5.0,5.5,4
4,2012,45999,1,1,0,10.5,2835,107.2,6.0,11.0,1
10,2015,50000,4,0,0,23.1,998,67.04,5.0,3.9,1
10,2013,70000,1,1,0,17.88,1405,48.21,5.0,1.8,1
7,2016,37540,4,1,0,18.6,1197,81.86,5.0,6.22,1
5,2014,44000,4,0,0,23.1,998,67.04,5.0,4.3,1
5,2017,22500,4,1,0,18.9,1197,81.86,5.0,5.99,1
4,2017,17431,4,1,0,18.6,1197,81.83,5.0,6.0,1
4,2014,61566,4,1,0,17.1,1591,121.3,5.0,5.85,1
7,2014,61730,1,0,0,12.39,2179,147.51,5.0,19.94,2
2,2009,68000,4,1,0,16.1,1298,88.2,5.0,2.9,1
9,2014,29000,4,1,0,18.0,1198,86.7,5.0,4.25,1
5,2010,156210,1,1,0,21.43,1364,87.2,5.0,5.99,1
8,2013,46500,1,1,0,27.4,1498,98.6,5.0,3.3,1
3,2009,52830,1,0,2,16.77,2967,241.38,5.0,8.08,2
6,2017,39867,4,1,0,22.5,998,67.04,5.0,4.5,1
5,2014,58972,1,1,0,24.2,1498,98.6,7.0,6.5,1
1,2006,66000,4,0,2,10.1,2354,152.0,5.0,3.9,1
4,2013,52000,4,1,0,17.1,1591,121.3,5.0,5.25,1
1,2014,58000,1,0,0,11.72,2199,194.3,7.0,17.0,1
0,2012,58000,4,0,0,16.95,1197,78.9,5.0,3.5,1
5,2008,75000,1,1,2,17.7,1399,68.0,5.0,3.0,0
3,2015,41008,4,1,2,20.36,1197,78.9,5.0,4.87,1
6,2014,65000,1,1,0,24.4,1120,71.0,5.0,6.0,1
9,2015,19000,1,0,0,18.19,1968,174.5,5.0,15.5,4
10,2008,74000,4,1,2,16.6,1388,68.0,5.0,1.6,0
10,2017,33000,4,0,0,21.4,1197,83.1,5.0,7.25,1
9,2010,95000,1,1,2,17.0,1896,105.0,5.0,3.25,4
8,2012,34000,1,1,0,20.64,1498,108.5,5.0,3.4,4
3,2014,102865,1,0,0,12.07,2967,241.4,7.0,30.5,2
7,2016,52378,4,1,0,17.0,1591,121.3,5.0,7.97,1
4,2012,38000,1,0,0,14.84,2143,170.0,5.0,13.51,3
7,2015,60334,1,1,0,25.8,1498,98.6,5.0,5.43,1
2,2010,107000,4,1,0,16.6,1388,68.0,5.0,2.6,0
1,2013,445000,4,1,0,18.5,1197,82.9,5.0,4.45,1
8,2017,2196,4,1,0,22.74,796,47.3,5.0,2.75,1
8,2010,24000,4,0,0,10.6,2996,258.0,5.0,8.75,2
3,2015,44846,4,1,2,14.6,1368,88.7,5.0,5.41,4
7,2018,64035,1,0,0,28.4,1248,73.75,5.0,8.55,1
9,2014,45600,1,1,0,15.1,2179,140.0,7.0,8.25,0
7,2014,102001,1,0,0,11.1,2400,200.0,7.0,23.58,4
3,2014,47439,4,1,0,20.36,1197,78.9,5.0,4.49,1
5,2010,193254,1,1,0,11.5,2982,171.0,7.0,12.99,1
1,2016,29000,4,0,0,21.9,624,37.48,4.0,2.8,1
3,2016,51681,1,1,0,19.98,1461,108.5,8.0,8.43,4
5,2015,50000,1,0,0,12.07,2967,241.4,7.0,47.5,2
9,2016,42666,4,0,0,18.0,1497,117.3,5.0,8.95,1
6,2013,65000,1,1,2,19.01,1461,108.45,5.0,5.5,4
6,2014,18776,4,1,0,17.8,1198,86.7,5.0,4.75,1
6,2016,6714,4,1,0,18.0,1198,86.7,5.0,4.75,1
10,2009,40000,4,0,2,12.05,1995,154.0,5.0,9.5,2
3,2011,88539,1,1,0,23.2,1248,73.94,5.0,3.77,1
4,2012,65055,4,1,2,17.0,1497,118.0,5.0,4.25,1
9,2014,23000,1,0,0,18.88,1995,184.0,5.0,19.9,2
2,2009,60000,1,1,0,15.0,1896,105.0,5.0,4.0,4
7,2013,59350,4,1,0,19.1,1197,85.8,5.0,4.16,1
1,2015,19000,1,0,2,16.36,2179,187.7,5.0,38.0,2
7,2016,45560,4,0,0,16.9,1197,82.0,5.0,6.34,1
10,2009,118000,1,1,0,12.8,2494,102.0,8.0,4.5,1
2,2016,55000,4,1,0,15.1,1196,73.0,7.0,3.75,1
4,2012,60000,1,0,2,15.2,1968,140.8,5.0,10.2,2
2,2007,145000,1,1,0,12.8,2494,102.0,8.0,5.0,1
9,2008,46810,4,1,0,9.8,1995,163.5,5.0,3.95,1
3,2016,62767,1,1,0,20.34,1498,103.2,5.0,9.75,4
7,2018,18553,4,1,0,18.6,1197,81.86,5.0,7.93,1
5,2011,143143,1,1,0,17.8,1399,67.0,5.0,2.1,0
3,2015,53497,1,1,0,13.5,2477,175.56,7.0,16.42,1
1,2011,148000,1,1,2,14.66,2199,194.3,7.0,8.9,1
10,2012,95000,1,1,0,15.1,2179,140.0,7.0,7.21,0
2,2015,100000,1,1,0,12.8,2494,102.0,8.0,13.5,1
2,2016,29000,1,0,0,11.57,2987,254.79,5.0,65.0,3
1,2014,87000,1,1,0,12.05,2179,120.0,7.0,7.4,0
7,2014,56838,4,0,0,16.8,1497,118.0,5.0,5.15,1
10,2013,100000,1,0,0,12.0,2987,224.0,7.0,32.0,3
8,2011,125000,4,1,0,17.0,1497,118.0,5.0,3.25,1
8,2017,17000,4,0,0,22.5,998,67.0,5.0,3.95,1
10,2013,70000,4,1,2,15.4,1193,65.0,5.0,1.5,1
10,2010,50000,4,1,2,17.0,1197,80.0,5.0,3.0,1
8,2010,39800,4,1,0,16.0,1198,90.0,5.0,1.99,1
8,2010,60000,4,1,0,19.0,998,66.1,5.0,1.35,1
5,2009,58000,1,0,0,16.07,1995,181.0,5.0,13.5,2
5,2010,110009,1,1,0,17.67,1968,138.08,5.0,6.99,4
5,2013,85000,1,1,0,19.01,1461,108.5,5.0,8.5,1
10,2010,84000,1,1,2,22.07,1199,73.9,5.0,2.89,4
9,2011,51000,1,0,0,22.69,1995,190.0,5.0,10.5,2
7,2013,68880,4,1,0,16.95,1498,97.7,5.0,3.97,1
2,2017,5500,4,0,0,24.07,998,67.1,5.0,4.25,1
3,2016,40052,4,1,0,21.1,1197,85.8,5.0,6.17,1
3,2016,47293,1,0,0,14.16,1968,174.3,5.0,38.72,2
5,2013,79663,1,1,0,16.8,1493,110.0,5.0,6.5,1
6,2013,63000,1,1,2,25.8,1498,98.6,5.0,4.25,1
8,2014,45000,1,1,0,26.0,1498,98.6,5.0,4.75,1
7,2014,56501,1,0,0,12.9,2755,174.5,7.0,17.71,1
6,2015,58000,1,1,0,20.34,1498,103.2,5.0,5.85,4
3,2011,51602,1,0,0,22.48,1995,190.0,5.0,17.27,2
5,2007,74199,1,0,0,16.07,1995,181.0,5.0,9.25,2
0,2017,25000,4,0,0,13.0,1591,121.3,5.0,12.75,1
10,2016,70000,1,0,2,21.76,1995,190.0,5.0,27.0,2
1,2013,25000,1,0,2,14.84,2143,167.62,5.0,21.0,3
5,2017,22000,1,1,0,26.59,1248,74.0,5.0,7.95,1
5,2015,47020,4,1,2,23.1,998,67.04,5.0,4.5,1
9,2017,8000,1,0,0,19.59,1995,187.74,5.0,33.75,2
4,2010,73000,1,0,0,11.33,4134,335.2,7.0,17.51,2
7,2017,36973,4,1,0,18.2,1199,88.7,5.0,6.8,1
3,2014,42083,4,1,0,25.4,624,37.48,4.0,1.68,1
2,2016,61000,4,1,0,24.7,796,47.3,5.0,2.9,1
9,2014,43628,4,1,0,22.5,998,67.04,5.0,3.16,1
6,2014,60000,1,1,0,24.4,1120,71.0,5.0,3.9,1
4,2010,54000,4,1,2,17.8,1199,76.8,5.0,1.95,0
7,2015,27001,1,0,0,16.36,2179,187.7,5.0,26.52,2
2,2010,52000,1,0,0,18.33,1968,167.7,5.0,9.0,4
5,2012,80000,1,1,0,21.27,1396,88.76,5.0,4.5,1
2,2008,160000,1,1,0,10.5,2835,107.2,6.0,8.75,1
2,2018,3300,1,0,0,24.3,1248,88.5,5.0,11.5,1
4,2016,35027,4,1,0,24.07,998,67.1,5.0,3.0,1
3,2015,26568,4,1,0,21.1,814,55.2,5.0,3.79,1
0,2015,59000,1,1,0,28.09,1248,88.5,5.0,6.0,1
1,2016,51000,1,1,0,19.67,1582,126.2,5.0,13.25,1
4,2012,56400,1,0,0,17.2,1968,138.1,5.0,8.0,4
5,2015,80000,1,1,0,20.14,1498,88.8,5.0,5.8,4
4,2012,72000,1,0,3,18.48,2494,100.6,7.0,13.85,2
5,2013,107000,1,1,2,12.99,2494,100.6,7.0,13.5,1
10,2014,100000,1,0,0,14.21,2143,203.0,5.0,25.0,3
7,2016,59998,1,1,0,20.14,1498,88.8,5.0,5.49,4
5,2013,105000,1,0,0,17.32,1968,150.0,5.0,19.0,2
8,2011,36000,4,1,0,18.5,1197,80.0,5.0,2.5,1
8,2015,24350,4,1,2,19.81,1086,68.05,5.0,3.0,1
7,2018,28973,1,1,0,24.7,1047,69.0,5.0,6.64,1
7,2017,8243,4,1,0,21.1,814,55.2,5.0,3.21,1
2,2009,136642,4,1,2,17.92,1086,62.1,5.0,1.55,1
5,2011,60000,4,1,0,17.92,1086,62.1,5.0,2.59,1
2,2008,100000,1,1,2,12.7,2609,120.0,8.0,4.0,0
6,2010,48689,4,1,0,17.4,1497,117.3,5.0,3.87,1
1,2017,45000,1,1,0,24.3,1248,88.5,5.0,9.75,1
7,2019,38163,1,0,0,17.11,1968,174.33,5.0,32.91,2
2,2011,43800,1,0,2,14.21,2143,203.0,5.0,16.75,3
6,2007,92000,4,1,0,13.5,1799,130.0,5.0,1.9,1
7,2017,14064,4,1,0,18.6,1197,81.83,5.0,6.59,1
3,2017,42366,1,0,0,15.73,1968,174.33,5.0,31.93,2
6,2014,76551,1,1,0,25.1,1498,98.6,5.0,7.25,1
10,2008,72672,4,1,0,19.81,1086,68.05,5.0,1.9,1
8,2015,45000,1,1,0,25.2,1248,74.0,5.0,3.55,1
5,2012,91696,1,0,0,11.4,2953,153.86,7.0,9.25,0
7,2009,66484,4,1,0,13.8,1299,70.0,5.0,1.65,0
3,2019,15456,1,0,0,20.68,1995,190.0,5.0,36.64,2
9,2011,55000,1,0,2,14.21,2143,203.0,5.0,16.0,3
7,2019,21112,0,1,0,15.1,1196,73.0,5.0,5.38,1
10,2011,98000,4,1,0,16.7,1498,98.6,5.0,3.15,1
0,2014,61297,1,1,0,25.8,1498,98.6,5.0,4.35,1
5,2006,80000,4,1,2,17.3,993,60.0,5.0,1.2,1
6,2013,59000,4,1,2,18.5,1197,80.0,5.0,4.1,1
2,2009,150000,1,0,0,11.0,2993,235.0,5.0,18.75,2
3,2017,60083,1,1,0,19.67,1582,126.2,5.0,13.78,1
8,2016,85450,1,1,0,26.59,1248,74.0,5.0,4.0,1
6,2013,88000,1,1,0,22.9,1248,74.0,5.0,4.33,1
7,2015,81828,1,1,0,24.0,1186,73.97,5.0,5.43,1
9,2016,18000,4,1,0,18.16,1196,86.8,5.0,4.9,0
2,2017,15000,1,0,0,15.97,2993,258.0,5.0,70.0,2
8,2016,34000,1,0,0,11.78,2143,167.62,5.0,25.5,3
0,2015,46000,4,0,0,18.9,1197,82.0,5.0,5.1,1
5,2013,48158,1,1,0,22.32,1582,126.32,5.0,6.7,1
5,2013,93000,1,0,0,16.73,2993,218.0,5.0,26.5,2
0,2013,71007,1,1,0,23.08,1461,63.1,5.0,3.9,1
10,2010,63067,4,1,2,15.5,1586,103.3,5.0,2.7,1
5,2011,70259,1,1,0,21.12,1248,88.8,5.0,2.95,1
0,2015,13000,1,0,0,16.55,1968,140.0,5.0,23.0,2
10,2009,140000,1,1,2,17.8,1248,75.0,5.0,2.49,1
6,2015,130000,1,1,0,25.2,1248,74.0,5.0,4.5,1
4,2011,89401,1,1,0,21.43,1364,87.2,5.0,4.5,1
5,2015,67000,1,1,0,27.3,1498,98.6,5.0,6.9,1
7,2010,65329,4,0,0,7.94,4395,450.0,4.0,20.72,2
6,2010,72000,4,1,0,16.25,1198,73.9,5.0,2.21,4
6,2001,70000,4,1,3,0.0,1242,187.74,5.0,0.55,4
9,2011,82000,1,0,2,12.35,2179,187.74,5.0,13.9,2
10,2010,85000,4,1,0,15.3,1596,101.0,5.0,1.46,0
10,2012,83000,1,0,0,19.08,1582,126.32,5.0,6.0,1
6,2016,26000,4,1,0,21.7,999,67.0,5.0,3.0,4
4,2012,27000,1,1,0,22.3,1248,88.8,5.0,3.5,1
7,2018,37746,1,1,0,21.19,1396,88.73,5.0,7.59,1
9,2009,63274,4,1,2,15.0,1586,104.68,5.0,1.99,1
5,2016,25000,4,1,0,25.17,799,53.3,5.0,3.8,4
1,2013,197000,1,1,0,11.68,2498,112.0,7.0,4.0,0
1,2013,45010,4,1,2,21.1,814,55.2,5.0,2.95,1
4,2013,75348,1,1,0,25.8,1498,98.6,5.0,3.75,1
8,2010,90110,1,1,0,22.07,1199,73.9,5.0,2.5,4
10,2011,102013,4,1,0,17.0,1497,118.0,5.0,3.75,1
10,2015,36000,1,0,0,12.55,2982,168.5,7.0,22.0,1
7,2017,37578,4,1,0,18.0,1198,86.7,5.0,6.14,1
10,2015,46001,1,0,0,20.58,1995,143.0,5.0,16.0,2
5,2014,46559,4,0,0,23.1,998,67.04,5.0,3.75,1
9,2015,48000,1,1,0,12.99,2494,100.6,8.0,11.75,1
10,2013,46000,1,0,2,16.36,2179,187.7,5.0,24.0,2
5,2017,15000,4,1,0,17.5,1199,88.7,5.0,8.9,1
2,2012,85000,1,0,3,17.05,1995,184.0,5.0,10.0,2
9,2014,32000,4,0,0,14.3,1598,103.5,5.0,5.55,4
7,2012,60818,4,1,0,16.09,1598,103.5,5.0,3.59,4
3,2019,35188,1,1,0,22.77,1498,98.59,5.0,11.13,0
6,2012,110000,1,1,0,15.1,2179,140.0,7.0,7.2,0
9,2014,61000,1,1,0,18.6,1388,67.0,5.0,2.98,0
10,2010,75000,4,1,2,17.92,1086,62.1,5.0,1.7,1
4,2015,55000,1,0,0,12.0,2987,224.0,7.0,52.0,3
10,2003,69966,4,1,0,19.7,796,46.3,5.0,0.95,1
9,2016,42000,4,1,0,17.8,1497,117.3,5.0,9.25,1
1,2014,48000,1,0,0,13.01,2199,194.3,7.0,16.25,1
8,2015,35000,1,0,0,17.9,2143,136.0,5.0,20.99,3
2,2005,128000,1,1,2,12.8,2494,102.0,8.0,4.25,1
1,2008,78000,1,0,2,16.07,1995,181.0,5.0,7.2,2
5,2011,53080,4,1,0,18.6,1197,85.8,5.0,4.4,1
10,2011,66000,4,1,2,15.04,1598,103.6,5.0,4.25,4
0,2012,25000,4,1,0,16.02,1373,93.7,7.0,5.35,1
3,2016,36139,4,0,2,18.9,1197,82.0,5.0,6.3,1
4,2017,44000,1,1,0,19.67,1582,126.2,5.0,12.5,1
0,2008,50000,1,0,2,16.77,2967,241.38,5.0,7.5,2
4,2016,81177,1,1,0,16.0,1997,140.0,7.0,11.25,0
9,2016,26000,4,0,0,16.05,1499,110.4,5.0,7.65,0
9,2016,100000,1,1,0,24.4,1120,71.0,5.0,4.5,1
5,2014,75000,1,0,0,21.21,1498,103.2,5.0,7.5,4
7,2004,119859,4,0,0,13.0,2987,210.0,5.0,7.1,3
9,2010,55980,4,1,0,20.36,1197,78.9,5.0,2.25,1
5,2015,30000,1,0,0,17.11,1968,174.33,5.0,27.0,2
10,2012,49700,1,1,2,21.9,1396,88.76,5.0,4.18,1
2,2013,79000,1,1,0,23.5,1396,88.7,5.0,6.5,1
4,2010,65100,4,1,0,17.0,1497,118.0,5.0,3.15,1
10,2016,54161,1,1,0,25.47,1248,88.5,7.0,7.64,1
5,2011,28619,4,1,0,19.7,796,46.3,5.0,2.4,1
9,2016,9000,4,0,0,20.51,998,67.0,5.0,4.25,1
7,2016,42876,1,0,0,19.08,1582,126.2,5.0,9.31,1
1,2011,64000,4,1,0,19.7,796,46.3,5.0,2.39,1
7,2018,20488,4,1,2,16.09,1598,103.5,5.0,7.64,4
4,2016,21000,4,1,0,21.4,1197,83.1,5.0,6.21,1
6,2012,119203,1,0,0,0.0,2179,115.0,5.0,16.5,2
7,2011,55987,4,0,0,13.7,1997,153.86,5.0,8.22,1
3,2017,72668,1,1,0,14.24,2755,174.5,7.0,28.85,1
9,2015,32000,4,0,0,15.6,1497,116.3,5.0,8.5,1
1,2014,3000,4,0,2,12.0,5461,421.0,2.0,90.0,3
9,2015,10400,4,1,0,17.4,1497,117.3,5.0,6.51,1
9,2013,35000,1,1,0,22.9,1248,74.0,5.0,4.65,1
7,2013,55101,4,0,0,14.53,1794,138.1,5.0,8.4,1
1,2014,57464,1,1,0,23.59,1364,67.06,5.0,5.75,1
6,2006,110000,4,1,0,18.9,998,67.1,5.0,1.11,1
7,2017,17941,4,1,0,15.7,1991,184.0,5.0,3.93,4
9,2014,72000,4,0,0,12.0,1991,184.0,5.0,17.25,3
4,2012,16000,1,0,0,16.36,2179,187.7,5.0,32.0,2
7,2011,62020,4,1,0,17.0,1197,80.0,5.0,3.45,1
10,2014,85000,1,0,2,12.39,2179,147.51,5.0,23.0,2
7,2018,14223,4,1,0,18.6,1197,81.86,5.0,7.32,1
6,2014,41210,4,1,0,18.0,1198,86.7,5.0,4.4,1
1,2015,20000,1,0,0,0.0,2987,165.0,5.0,47.35,3
3,2016,18043,4,1,0,22.74,796,47.3,5.0,4.12,1
2,2016,80000,1,0,0,11.36,2755,171.5,7.0,19.5,1
5,2016,21000,4,0,0,18.9,1197,82.0,5.0,6.2,1
1,2016,49000,1,0,0,16.55,2993,258.0,5.0,45.0,2
5,1998,104000,4,1,2,15.0,970,80.0,5.0,0.85,1
2,2010,95000,4,1,2,18.5,1197,80.0,5.0,2.8,1
10,2015,32000,4,0,0,18.9,1197,82.0,5.0,4.8,1
10,2003,80000,4,1,2,17.0,1498,89.75,5.0,0.9,1
5,2014,122800,1,1,0,25.01,1498,89.75,5.0,5.65,0
0,2011,78000,1,1,2,15.0,2148,74.0,5.0,14.5,3
0,2015,69000,1,1,0,26.59,1248,74.0,5.0,5.9,1
10,2015,65000,1,1,2,23.59,1364,67.04,5.0,5.0,1
0,2015,23000,4,1,0,19.1,1197,82.0,5.0,4.9,1
0,2009,70000,4,1,0,13.5,1799,130.0,5.0,4.25,1
2,2014,250000,1,1,0,12.99,2494,100.6,8.0,10.9,1
4,2012,56000,4,1,0,13.2,1495,94.0,5.0,2.45,1
10,2013,30000,4,1,0,22.74,796,47.3,5.0,2.5,1
8,2010,35000,4,0,0,8.1,5461,387.3,2.0,29.5,3
6,2013,92250,1,1,2,22.7,1498,89.84,5.0,5.75,0
10,2018,40000,4,1,0,20.14,1197,81.86,5.0,5.0,1
7,2014,96848,4,0,0,14.3,1598,103.6,5.0,4.62,4
4,2016,42000,1,0,0,15.73,1968,174.33,5.0,23.5,2
8,2013,55886,1,1,0,16.0,2179,140.0,7.0,7.25,0
7,2019,12336,4,1,0,17.0,1591,121.3,5.0,11.88,1
2,2009,60000,4,1,3,13.9,1599,103.2,5.0,2.25,1
10,2003,83000,4,1,2,14.2,1597,92.0,5.0,0.85,0
10,2018,24000,4,1,0,19.69,1198,67.04,5.0,4.0,1
10,2016,32198,4,0,0,16.5,1198,86.8,5.0,5.1,1
5,2014,92247,1,1,0,12.99,2494,100.6,7.0,12.5,1
2,2011,121311,1,1,0,20.64,1498,108.5,5.0,2.9,4
3,2016,66296,1,1,0,16.0,2179,140.0,7.0,15.96,0
9,2015,41000,4,0,0,16.9,1197,82.0,5.0,5.45,1
7,2017,38681,1,1,0,13.5,2198,157.7,7.0,23.86,0
7,2008,43761,4,1,0,18.0,995,62.0,5.0,1.75,0
5,2017,17400,1,1,0,24.52,1248,88.5,7.0,9.75,1
1,2013,61510,1,1,0,25.8,1498,98.6,5.0,4.75,1
4,2014,60000,4,1,0,17.4,1497,117.3,5.0,6.25,1
1,2014,35165,1,0,2,23.8,1998,112.0,5.0,22.0,4
7,2016,41617,4,0,0,14.53,1794,138.1,5.0,14.14,1
8,2005,45000,4,1,0,17.0,1086,157.75,5.0,0.95,1
4,2014,65000,4,0,0,13.7,1798,157.75,5.0,11.95,4
4,2011,68000,4,1,0,18.9,998,67.1,5.0,2.5,1
9,2013,49000,4,1,0,19.81,1086,68.05,5.0,2.75,1
3,2019,16698,4,1,0,23.84,1199,84.0,5.0,5.85,1
0,2016,30965,4,1,0,21.4,1197,83.1,5.0,6.25,1
9,2014,56058,4,1,0,15.04,1598,103.2,5.0,4.95,4
10,2017,15356,4,1,0,18.9,1197,81.86,5.0,4.75,1
4,2013,54000,1,1,0,20.0,1399,68.05,5.0,2.55,0
10,2011,47000,4,0,2,13.9,1799,130.3,5.0,4.5,1
7,2015,21652,4,1,0,22.74,796,47.3,5.0,3.01,1
5,2016,52000,1,0,0,15.68,1999,177.0,5.0,42.0,2
8,2010,35010,1,0,0,12.4,2698,179.5,5.0,11.5,2
5,2006,76662,1,0,0,11.0,2987,198.5,5.0,10.99,3
6,2009,89000,4,0,0,17.0,1497,118.0,5.0,3.71,1
6,2006,80000,4,0,3,10.1,2354,152.0,5.0,2.0,1
7,2018,39023,1,1,0,28.09,1248,88.5,5.0,9.48,1
